0,T,13:05:30.561
1,T,13:05:30.657
0,H,13:05:30.769
1,H,13:05:30.865
0,I,13:05:30.993
1,I,13:05:31.088
0,N,13:05:31.241
1,N,13:05:31.352
0,K,13:05:31.496
1,K,13:05:31.625
0,Space,13:05:31.681
1,Space,13:05:31.881
0,M,13:05:32.801
1,M,13:05:32.905
0,U,13:05:33.177
1,U,13:05:33.281
0,C,13:05:33.465
1,C,13:05:33.561
0,H,13:05:33.672
1,H,13:05:33.793
0,Space,13:05:33.833
1,Space,13:05:34.025
0,W,13:05:34.593
1,W,13:05:34.697
0,I,13:05:34.800
1,I,13:05:34.889
0,L,13:05:34.992
1,L,13:05:35.089
0,L,13:05:35.224
0,Space,13:05:35.335
1,L,13:05:35.359
1,Space,13:05:35.447
0,Y,13:05:35.817
1,Y,13:05:35.921
0,E,13:05:36.553
1,E,13:05:36.648
0,A,13:05:36.760
0,R,13:05:36.848
1,A,13:05:36.887
1,R,13:05:37.037
0,Space,13:05:37.050
1,Space,13:05:37.168
0,W,13:05:37.329
1,W,13:05:37.448
0,H,13:05:37.600
1,H,13:05:37.689
0,I,13:05:37.873
1,I,13:05:37.945
0,L,13:05:38.081
1,L,13:05:38.185
0,E,13:05:38.297
1,E,13:05:38.392
0,Space,13:05:38.545
1,Space,13:05:38.705
0,C,13:05:39.505
1,C,13:05:39.625
0,O,13:05:39.665
1,O,13:05:39.753
0,M,13:05:39.889
1,M,13:05:39.961
0,M,13:05:40.016
1,M,13:05:40.105
0,U,13:05:40.233
1,U,13:05:40.305
0,N,13:05:40.441
1,N,13:05:40.521
0,I,13:05:40.665
1,I,13:05:40.753
0,T,13:05:40.904
1,T,13:05:41.008
0,Y,13:05:41.041
1,Y,13:05:41.137
0,Space,13:05:41.265
1,Space,13:05:41.424
0,P,13:05:42.361
1,P,13:05:42.465
0,A,13:05:42.577
1,A,13:05:42.689
0,R,13:05:42.841
1,R,13:05:42.953
0,T,13:05:43.057
1,T,13:05:43.136
0,Space,13:05:43.273
1,Space,13:05:43.425
0,O,13:05:44.496
1,O,13:05:44.576
0,N,13:05:44.721
1,N,13:05:44.801
0,L,13:05:44.937
1,L,13:05:45.032
0,Y,13:05:45.353
1,Y,13:05:45.457
0,Space,13:05:45.529
1,Space,13:05:45.665
0,P,13:05:45.721
1,P,13:05:45.825
0,E,13:05:45.905
1,E,13:05:45.993
0,R,13:05:46.073
1,R,13:05:46.169
0,H,13:05:46.249
1,H,13:05:46.345
0,A,13:05:46.393
1,A,13:05:46.481
0,P,13:05:46.553
1,P,13:05:46.649
0,S,13:05:46.897
1,S,13:05:46.992
0,Space,13:05:47.065
1,Space,13:05:47.232
0,C,13:05:48.128
1,C,13:05:48.233
0,O,13:05:48.344
1,O,13:05:48.457
0,U,13:05:48.569
1,U,13:05:48.665
0,P,13:05:48.809
1,P,13:05:48.905
0,Return,13:05:49.097
1,Return,13:05:49.209
0,T,13:05:50.209
1,T,13:05:50.328
0,E,13:05:50.377
1,E,13:05:50.489
0,X,13:05:50.617
1,X,13:05:50.713
0,T,13:05:50.745
1,T,13:05:50.832
0,B,13:05:51.152
1,B,13:05:51.248
0,O,13:05:51.320
1,O,13:05:51.409
0,O,13:05:51.464
1,O,13:05:51.568
0,K,13:05:51.648
1,K,13:05:51.761
0,Space,13:05:51.784
1,Space,13:05:51.936
0,R,13:05:52.241
1,R,13:05:52.344
0,E,13:05:52.448
1,E,13:05:52.552
0,T,13:05:52.649
1,T,13:05:52.761
0,R,13:05:52.809
1,R,13:05:52.873
